name_part1,material,name_part2,name_fluid1,technique,direction,material_group,name_mold_mat,name_disp_1,wf_disp_1,name_bind1,wf_bind_1,temp_cold,cooling_rate,time_sub,time_sinter_1,temp_sinter_1,vf_total,porosity
PVA,PVA,,water,immersion,vertical-up,Polymer,polyproplyene,,,,,77.0,0.0,,,,0.0657,0.81
TCP,TCP,,water,,,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.3,0.489
Al2O3,Al2O3,,water,,,Ceramic,,SHMP,0.003,PVA,0.03,218.0,0.0,36.0,2.0,873.0,0.235,0.664
Al2O3,Al2O3,,naphthalene,,,Ceramic,polyurethane,Perfad9100,0.03,,,291.0,0.0,60.0,4.0,1873.0,0.2,0.6
Ti,Ti,,camphene,,,Metal,aluminum,Hypermer KD 4,0.01,,,,0.0,,2.0,1773.0,0.15,0.71
HAP,HAP,,water,,,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,,0.0,24.0,3.0,1523.0,0.4,0.42
YSZ,YSZ,,TBA,,,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.03,0.74
chitin,Chitin,,water,,,Polymer,glass,,,PVA,0.016,77.0,0.0,24.0,,,0.0053,0.982
Al2O3,Al2O3/SiC,SiC,water,,,Ceramic,epoxy,,,,,77.0,0.0,0.0,1.0,873.0,0.55,0.05
LSM,LSM/YSZ,YSZ,water,,,Ceramic,acrylic,Darvan CN,0.02,PEG,0.01,,0.0,0.0,,,0.17,0.61
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.05,0.86
Mullite,Al2O3/Mullite,,camphene,,,Ceramic,polyethylene,Darvan C,0.01,PVB,0.01,77.0,0.0,,,873.0,0.153,0.51
Si3N4,Si3N4,Y2O3,water,,,Ceramic,fluorocarbon,Alon A-6114,,,,193.0,0.0,24.0,,2123.0,0.25,0.584
Al2O3,Al2O3/ZrO2,YSZ,water,,,Ceramic,Teflon,,,sodium polymethacrylate,0.005,253.0,0.0,48.0,30.0,773.0,0.3,0.6
Si3N4,Si3N4,Al2O3,TBA,,,Ceramic,polyethylene,PVP,0.04,,,,0.0,24.0,3.0,473.0,0.3036,0.42
HAP,HAP,,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.075,0.85
Yb2SiO5,Yb2SiO5,,TBA,,,Ceramic,,ammonium polymethacrylate anionic dispersant,0.03,PVA,0.01,,0.0,0.0,2.0,873.0,0.15,0.8395
HAP,HAP/SiO2,SiO2,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,4.0,,24.0,873.0,0.15,0.8095
PVA,PVA,,water,immersion,vertical-up,Polymer,polyproplyene,,,,,77.0,0.0,,,,0.0657,0.83
YSZ,YSZ,,TBA,,,Ceramic,,,,,,,0.0,,2.0,1773.0,0.15,0.631
Al2O3,Al2O3,,water,,,Ceramic,polyethylene,Darvan 7-N,0.012,,,253.0,0.0,48.0,4.0,1773.0,0.2,0.643
SiC,SiC,,water,,,Ceramic,,,,PVA,0.085,,0.0,5.0,1.0,873.0,0.12,0.6
YSZ,YSZ,,TBA,one-sided,vertical-up,Ceramic,,,,PVB,0.005,,,,1.0,1823.0,0.15,0.54
Al2O3,Al2O3/ZrO2,ZrO2,TBA,,,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1773.0,0.15,0.481
Al2O3,Al2O3/SiC,SiC,water,,,Ceramic,epoxy,,,,,77.0,0.0,0.0,1.0,873.0,0.55,0.095
Mullite,Mullite,,TBA,,,Ceramic,polyethylene,citric acid,0.01,,,,0.0,0.0,,1373.0,0.1079,0.78
SiC,Al-Si-Mg/SiC,,water,,,Metal/Ceramic,Teflon,CMC,0.008,CMC,,263.0,0.0,24.0,0.5,773.0,0.2,0.018
BaTiO3,BaTiO3,,water,,,Ceramic,silicone,NH4PAA,0.0065,Duramax B-1000,0.03,,0.0,,2.0,1773.0,0.2,0.6
PCS,Latex,,water,immersion,vertical-up,Polymer,glass,,,,,77.0,0.0,24.0,,,0.51,0.814
YSZ,YSZ,,water,,,Ceramic,,Darvan C,,Duramax B-1001,,,0.0,,0.5,773.0,0.1,0.86
Al2O3,Al2O3,CuO,water,,,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.51
Al2O3,Al2O3,,water,,,Ceramic,PDMS,HydroDisperser,0.05,PVA,0.01,83.0,0.0,24.0,3.0,1173.0,0.2,0.4
CuO,Cu,,water,,,Metal,polyethylene,,,PVA,,253.0,0.0,,2.0,1573.0,0.2,0.497
Bioglass,Bioglass,,camphene,,,Ceramic,,isostearic acid,,,,,0.0,24.0,1.0,1673.0,0.1,0.19
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.35,0.67
TiH2,Ti,,camphene,,,Metal,aluminum,Hypermer KD 4,0.01,,,,0.0,,2.0,873.0,0.4,0.35
SiC,SiC,,camphene,,,Ceramic,polyethylene,,,,,276.0,0.0,,2.0,873.0,0.1,0.86
chitosan,TCP/Chitosan,TCP,water,,,Ceramic/Polymer,"plastic, noi",acetic acid,,,,253.0,0.0,6.0,,,0.1468,0.76
Y2SiO5,Y2SiO5,,water,,,Ceramic,,,0.01,,,,0.0,48.0,2.0,1773.0,0.4,0.71
PZT,PZT,,TBA,,,Ceramic,,,,,,,0.0,0.0,2.0,1573.0,0.15,0.499
TiH2,Ti,,camphene,,,Metal,aluminum,Hypermer KD 4,0.01,,,315.0,0.0,,2.0,873.0,0.1,0.64
Al2O3,Al2O3,,water,,,Ceramic,fluorocarbon,Alon A-6114,,,,,0.0,24.0,,1673.0,0.28,0.613
Al2O3,Al2O3,,TBA,,,Ceramic,PMMA,citric acid,0.05,,,,0.0,72.0,4.0,1773.0,0.25,0.2
HAP,HAP,,water,,,Ceramic,PTFE,Darvan 811,0.01,PVA,0.01,,0.5,,4.0,1723.0,0.25,0.56
Si3N4,Si3N4,,benzoic acid,,,Ceramic,,,,,,,0.0,5.0,4.0,2023.0,0.16,0.64
Zeo,Zeolite,,water,,,Ceramic,aluminum,PEG,0.1,Bentonite,0.1,123.0,0.0,48.0,1.0,2373.0,0.1892,0.713
HAP,HAP,,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.075,0.85
Y2SiO5,Y2SiO5,,water,,,Ceramic,graphite,ammonium polymethacrylate anionic dispersant,0.003,,,,0.0,48.0,2.0,1623.0,0.2,0.71
CuO,Cu,,water,,,Metal,polyethylene,,,PVA,,253.0,0.0,,2.0,1573.0,0.4,0.308
Al2O3,Al2O3/ZrO2,ZrO2,TBA,,,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1673.0,0.15,0.51
HAP,HAP,,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.1,0.74
Mullite,Mullite,,TBA,radial,radial-in,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,173.0,0.0,12.0,2.0,1823.0,0.2,0.76
HAP,HAP,,water,,,Ceramic,silicone,Lopon 885,0.015,gelatin,0.02,255.0,0.0,,3.0,873.0,0.23,0.4223
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.15,0.6
PZT,PZT,,TBA,,,Ceramic,polyamide,acacia,0.012,PVB,0.015,195.0,0.0,0.0,2.0,1723.0,0.35,0.4
PVA,PVA,,water,immersion,vertical-up,Polymer,polyproplyene,,,,,77.0,0.0,,,,0.0854,0.81
SiO2,YSZ,,water,,,Ceramic,silicone,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
HAP,HAP,,camphene,,,Ceramic,polyethylene,Hypermer KD 4,0.06,PS,0.1,,0.0,,,1523.0,0.1,0.75
Mullite,Al2O3/Mullite,,camphene,,,Ceramic,polyethylene,Darvan C,0.01,PVB,0.01,77.0,0.0,,,873.0,0.153,0.703
theophylline,Theophyllinum/potato starch,starch,water,,,Pharmaceutical,"plastic, noi",,,saccharose,0.1,235.5,0.0,24.0,,,0.34,0.48
Y2SiO5,Y2SiO5,,water,,,Ceramic,,,0.01,,,,0.0,48.0,2.0,1773.0,0.4,0.76
gelatin,Gelatin,,acetic acid,immersion,vertical-up,Polymer,"plastic, noi",,,,,77.0,0.0,48.0,,,0.0234,0.965
HAP,HAP/SiO2,SiO2,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,1.0,,24.0,873.0,0.15,0.4095
YSZ,YSZ,,TBA,,,Ceramic,,fish oil,,PVB,,,0.0,,,,0.5,0.5
HAP,HAP/SiO2,SiO2,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,4.0,,24.0,873.0,0.15,0.8496
PCS,Latex,,water,immersion,vertical-up,Polymer,glass,,,,,77.0,0.0,24.0,,,0.51,0.899
SiO2,Kaolinite/SiO2,,water,,,Ceramic,silicone,,,,,238.0,2.0,0.0,2.0,673.0,0.1628,0.79
SiO2,Kaolin/Silicate,kaolinite,water,,,Ceramic,,,,,,233.0,0.0,12.0,,,0.43,0.43
Bioglass,Bioglass,,camphene,,,Ceramic,,isostearic acid,,,,,0.0,24.0,1.0,1673.0,0.1,0.52
HAP,HAP,,water,,,Ceramic,Teflon,Darvan 811,0.01,Aquazol,0.02,,5.0,48.0,4.0,1573.0,0.2,0.721
TCP,TCP,,water,,,Ceramic,PTFE,Dolapix PC21,0.01,PVA,0.01,,0.0,60.0,,723.0,0.2,0.68
Si3N4,Si3N4,BAS,water,,,Ceramic,polyethylene,,,,,,0.0,,3.0,823.0,0.4,0.407
HAP,HAP,,water,,,Ceramic,polyethylene,SND 6800,0.02,,,,0.0,,2.0,1623.0,0.25,0.85
Mullite,Al2O3/Mullite,,camphene,,,Ceramic,polyethylene,Darvan C,0.01,PVB,0.01,77.0,0.0,,,873.0,0.15,0.798
chitosan,TCP/Chitosan,TCP,water,,,Ceramic/Polymer,"plastic, noi",acetic acid,,,,253.0,0.0,6.0,,,0.1468,0.76
Al2O3,Al2O3/Chitosan/Gelatin,chitosan,acetic acid,,,Ceramic,PTFE,,,,,,10.0,,,,0.27,0.91
YSZ,YSZ,,TBA,one-sided,vertical-up,Ceramic,,,,PVB,0.005,,,,1.0,1673.0,0.15,0.63
CaP,CaP,,water,,,Ceramic,polyethylene,,,PVA,0.16,208.0,0.0,0.0,2.0,873.0,0.15,0.83
HAP,BCP,TCP,water,,,Ceramic,cpc,,,sodium alginate,0.02,243.0,0.0,168.0,,,0.1091,0.3
Al2O3,Al2O3/ZrO2,YSZ,water,,,Ceramic,Teflon,,,sodium polymethacrylate,0.005,253.0,0.0,48.0,30.0,773.0,0.3,0.54
TiO2,TiO2,,water,,,Ceramic,silicone,NH4PAA,0.087,Duramax B-1000,0.03,,,24.0,2.0,1573.0,0.3527,0.36
HAP,HAP,,water,,,Ceramic,PVC,Dynol 604,0.0075,PVA,0.015,253.0,0.0,,3.0,1623.0,0.2,0.55
HAP,HAP/Gelatin,,water,,,Ceramic/Polymer,,Darvan C,0.01,PVA,0.01,263.0,0.0,,2.0,1773.0,0.35,0.31
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.05,0.84
HAP,HAP,,water,,,Ceramic,,,,,,,0.0,,,,0.15,0.763
SiO2,Kaolinite/SiO2,kaolinite,water,,,Ceramic,silicone,,,,,238.0,2.0,0.0,2.0,673.0,0.1628,0.74
HAP,HAP,,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,14.0,,2.0,1563.0,0.15,0.78
BaTiO3,BaTiO3,Al2O3,water,,,Ceramic,silicone,NH4PAA,0.0065,Duramax B-1000,0.03,,0.0,,2.0,1673.0,0.2,0.246
YSZ,YSZ,,water,,,Ceramic,,,,,,,0.0,,,,0.0189,0.78
HAP,BCP,TCP,water,,,Ceramic,cpc,,,sodium alginate,0.02,243.0,0.0,168.0,,,0.1091,0.54
Bioglass,Bioglass,,camphene,,,Ceramic,,isostearic acid,,,,,0.0,24.0,1.0,1673.0,0.1,0.86
stainless steel,YSZ,,water,,,Ceramic,,CMC,,Fluka,,233.0,0.0,0.0,2.0,1773.0,0.36,0.38
HAP,HAP,,water,,,Ceramic,PTFE,Darvan 811,0.01,PVA,0.01,,7.0,,4.0,1573.0,0.25,0.56
YSZ,YSZ,,TBA,,,Ceramic,,,,PVB,0.005,195.0,0.0,0.0,,873.0,0.15,0.745
Si3N4,Si3N4,Y2O3,water,,,Ceramic,fluorocarbon,NOI,,,,248.0,0.0,24.0,,2123.0,0.2,0.628
Al2O3,Al2O3,,water,,,Ceramic,fluorocarbon,Alon A-6114,,,,223.0,0.0,24.0,,1823.0,0.4,0.36
Al2O3,Al2O3,,TBA,,,Ceramic,PMMA,citric acid,0.05,,,,0.0,72.0,2.0,1873.0,0.25,0.28
Ag,Ag,,water,one-sided,vertical-up,Metal,"plastic, noi",,,PVA,0.02,77.0,0.0,48.0,,,0.001,0.959
Al2O3,Al2O3/SiC,SiC,water,,,Ceramic,epoxy,,,,,77.0,0.0,0.0,1.0,773.0,0.55,0.07
Al2O3,Al2O3/ZrO2,YSZ,water,,,Ceramic,Teflon,,,sodium polymethacrylate,0.005,253.0,0.0,48.0,30.0,773.0,0.3,0.6
Mullite,Mullite,,TBA,,,Ceramic,polyethylene,citric acid,0.01,,,,0.0,0.0,2.0,1773.0,0.1583,0.62
PVA,PVA,,water,immersion,vertical-up,Polymer,polyproplyene,,,,,77.0,0.0,,,,0.0657,0.8
Al2O3,Al2O3,,water,,,Ceramic,silicone,Kalium polyacrylate Lopon 895,0.02,PVA,,,0.0,,0.5,873.0,0.2,0.7102
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.35,0.64
YSZ,YSZ,,water,,,Ceramic,silicone,,,,,255.0,0.0,24.0,2.0,873.0,0.3297,0.43
LSM,LSM/YSZ,YSZ,water,,,Ceramic,acrylic,Darvan CN,0.02,PEG,0.01,,5.0,12.0,1.0,873.0,0.17,0.66
Al2O3,Al2O3,,water,,,Ceramic,"plastic, noi",Duramax D3005,0.008,PVA,0.02,,1.0,24.0,2.0,1823.0,0.35,0.486
HAP,HAP,,water,,,Ceramic,PVC,Dynol 604,0.0075,PVA,0.015,253.0,0.0,,3.0,1623.0,0.1,0.7
PVA,PVA,,water,immersion,vertical-up,Polymer,polyproplyene,,,,,77.0,0.0,,,,0.0211,0.88
Y2O3,Y2SiO5,SiO2,TBA,,,Ceramic,polyethylene,citric acid,0.01,,,,0.0,12.0,1.0,1023.0,0.0788,0.6
kaolinite,Mullite,Al2O3,water,,,Ceramic,"plastic, noi",,,,,233.0,0.0,24.0,2.0,1773.0,0.07,0.852
HAP,Al2O3/HAP,Al2O3,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,4.0,,24.0,873.0,0.15,0.8037
SiO2,Kaolinite/SiO2,kaolinite,water,,,Ceramic,rubber,,,,,238.0,0.0,,,1523.0,0.24,0.75
AlN,AlN,AlN,water,,,Ceramic,,Dolapix PC 33,0.03,,,233.0,0.0,,2.0,873.0,0.49,0.08
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.79
HAP,HAP/CP,(Ca10(PO4)6(OH)2),TBA,,,Ceramic,polyurethane,citric acid,0.01,,,,0.0,0.0,1.0,963.0,0.1,0.79
SiO2,Kaolinite/SiO2,kaolinite,water,,,Ceramic,silicone,,,,,238.0,2.0,0.0,,,0.1628,0.82
Al2O3,Al2O3,,water,,,Ceramic,,,,,,,10.0,48.0,,,0.27,0.918
LSM,LSM/YSZ,YSZ,water,,,Ceramic,,Darvan CN,0.02,PEG,0.01,,5.0,12.0,1.0,873.0,0.17,0.65
LSM,LSM/YSZ,YSZ,water,,,Ceramic,acrylic,Darvan CN,0.02,PEG,0.01,,5.0,12.0,1.0,873.0,0.23,0.596
Al2O3,Al2O3,,naphthalene,,,Ceramic,polyurethane,Perfad9100,0.03,,,291.0,0.0,60.0,4.0,1873.0,0.2,0.55
HAP,HAP,,camphene,,,Ceramic,polyethylene,Hypermer KD 4,0.06,PS,0.1,,0.0,,,1523.0,0.15,0.66
BaTiO3,BaTiO3,Al2O3,water,,,Ceramic,silicone,NH4PAA,0.0065,Duramax B-1000,0.03,,0.0,,2.0,1673.0,0.2,0.403
Zeo,Zeolite,,water,,,Ceramic,aluminum,PEG,0.1,Bentonite,0.1,123.0,0.0,48.0,1.5,1823.0,0.1892,0.7146
Al2O3,Al2O3,TiO2,water,,,Ceramic,Teflon,ammonium polymethacrylate anionic dispersant,0.02,PVA,0.02,,0.0,24.0,0.5,773.0,0.05,0.68
Mullite,Mullite,,TBA,radial,radial-in,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,173.0,0.0,12.0,2.0,1823.0,0.35,0.595
Mullite,Mullite,,TBA,radial,radial-in,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,253.0,0.0,12.0,2.0,1823.0,0.35,0.58
WO3,W,,water,,,Metal,Teflon,,,,,258.0,0.0,,,1023.0,0.2,0.66
PVA,HAP/Cellulose/PVA,collagen,water,,,Ceramic/Polymer,,,,,,233.0,0.0,5.0,,,0.07,0.87
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.82
Al2O3,Al2O3/ZrO2,ZrO2,TBA,,,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1673.0,0.15,0.51
YSZ,YSZ,,TBA,,,Ceramic,,fish oil,,PVB,,,0.0,,,,0.5,0.78
SiO2,SiO2,,water,,,Ceramic,"plastic, noi",,,,,193.0,0.0,12.0,2.0,1523.0,0.01,0.98
HAP,BT/HAP,BT,water,,,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,173.0,5.0,24.0,3.0,873.0,0.2,0.606
PZT,PZT,,TBA,,,Ceramic,,,,,,,0.0,0.0,2.0,1573.0,0.1,0.586
HAP,HAP,PMMA,water,,,Ceramic,silicone,,,PVA,0.02,255.0,0.0,8.0,2.0,873.0,0.2406,0.6519
HAP,HAP,,water,,,Ceramic,PVC,,,,,253.0,0.0,,3.0,1673.0,0.2,0.52
PZT,PZT,,TBA,,,Ceramic,,,,,,,0.0,0.0,2.0,1573.0,0.15,0.576
Yb2SiO5,Yb2SiO5,,TBA,,,Ceramic,,ammonium polymethacrylate anionic dispersant,0.03,PVA,0.01,,0.0,0.0,2.0,873.0,0.15,0.8395
HAP,Al2O3/HAP,Al2O3,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,4.0,,24.0,873.0,0.15,0.7906
Bioglass,Bioglass,,camphene,,,Ceramic,polytetrafluoroethylene,isostearic acid,0.02,,,,0.0,,1.0,1723.0,0.1,0.5
Al2O3,Al2O3,CuO,water,,,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.53
Al2O3,Al2O3,,water,,,Ceramic,PDMS,HydroDisper A160,,PVA,0.06,,0.0,36.0,3.0,1123.0,0.3,0.43
PZT,PZT,,camphene,,,Ceramic,,Hypermer KD 4,0.03,,,293.0,0.0,48.0,2.0,1573.0,0.15,0.71
HAP,HAP,,water,,,Ceramic,silicone,,,PVA,0.06,255.0,0.0,24.0,2.0,873.0,0.2406,0.623
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.35,0.6
HAP,HAP,,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,14.0,,2.0,1563.0,0.15,0.6
CaSiO3,CaSiO3,PCS,water,,,Ceramic,polytetrafluoroethylene,HydroDisperser,0.02,,,243.0,0.0,,3.0,1623.0,0.2,0.73
YSZ,YSZ,,TBA,,,Ceramic,,fish oil,,PVB,,,0.0,,0.5,773.0,0.4,0.1
YSZ,YSZ,,camphene,,,Ceramic,,Texaphor 963,0.05,,,,0.0,,1.0,973.0,0.1,0.815
Y2O3,Y2SiO5,SiO2,TBA,,,Ceramic,polyethylene,citric acid,0.01,,,,0.0,12.0,1.0,973.0,0.0475,0.57
PZT,PZT,,TBA,,,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.35,0.44
Al2O3,Al2O3,,camphene,,,Ceramic,silicone,PAAS,,,,248.0,0.0,,2.0,8873.0,0.2,0.7
Al2O3,Al2O3,,water,,,Ceramic,PDMS,HydroDisper A160,,PVA,0.06,,0.0,36.0,3.0,1123.0,0.2,0.6
YSZ,YSZ,,camphene,,,Ceramic,,Texaphor 963,0.05,,,,0.0,24.0,2.0,1823.0,0.15,0.75
Al2O3,Al2O3,,water,,,Ceramic,polyethylene,Hypermer KD 4,0.02,PVA,,203.0,0.0,,2.0,873.0,0.2,0.91
Al2O3,Al2O3,TiO2,camphene,,,Ceramic,PTFE,Texaphor 963,0.018,,,,0.0,72.0,2.0,1573.0,0.25,0.74
gelatin,Gelatin,,water,one-sided,vertical-up,Polymer,polytetrafluoroethylene,,,,,,6.0,72.0,,,0.0075,0.99
Cr2O3,Cr3C2,,camphene,,,Ceramic,polyurethane,Hypermer KD 4,0.01,,,288.0,0.0,24.0,15.0,1373.0,0.1,0.869
PZT,PZT,,TBA,,,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.25,0.57
HAP,HAP/SiO2,SiO2,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,1.0,,24.0,873.0,0.15,0.8443
Ca3ZrSi2O9,Ca3ZrSi2O9,,water,,,Ceramic,polyethylene,Dolapix P62,0.03,PVA,0.05,,1.0,,1.0,873.0,0.125,0.6427
TiO2,TiO2,,water,,,Ceramic,silicone,NH4PAA,0.087,Duramax B-1000,0.03,,0.0,24.0,2.0,1573.0,0.2594,0.45
HAP,BCP,TCP,water,,,Ceramic,cpc,,,sodium alginate,0.02,243.0,0.0,168.0,,,0.1091,0.72
Al2O3,Al2O3,TiO2,camphene,,,Ceramic,PTFE,Texaphor 963,0.018,,,,0.0,72.0,2.0,1573.0,0.25,0.7
HAP,HAP,,TBA,,,Ceramic,polyethylene,citric acid,0.01,,,,0.0,,1.0,873.0,0.1196,0.681
chitosan,Chitosan,,water,one-sided,vertical-up,Polymer,PTFE,acetic acid,0.01,,,,1.0,48.0,,,0.0125,0.9836
chitosan,TCP/Chitosan,TCP,water,,,Ceramic/Polymer,"plastic, noi",acetic acid,,,,253.0,0.0,6.0,,,0.1468,0.83
Mullite,Mullite,,TBA,,,Ceramic,polyethylene,citric acid,0.01,,,,0.0,0.0,2.0,1773.0,0.1079,0.64
Si3N4,Si3N4,Y2O3,water,,,Ceramic,fluorocarbon,Alon A-6114,,,,193.0,0.0,24.0,,2048.0,0.3,0.499
Al2O3,Al2O3,,water,,,Ceramic,polyvinyl chloride,A6114,,,,,0.0,,2.0,2073.0,0.1,0.717
Bentonite,Bentonite,,water,,,Ceramic,PTFE,SHMP,0.07,,,249.0,0.0,24.0,1.0,873.0,0.0235,0.97
PZT,PZT,,TBA,,,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1723.0,0.4,0.28
Al2O3,Al2O3,,camphene,,,Ceramic,silicone,PAAS,,,,248.0,0.0,,2.0,2223.0,0.2,0.79
Al2O3,Al2O3,,water,,,Ceramic,PDMS,,,,,,0.0,24.0,2.0,1873.0,0.1,0.735
Si3N4,Si3N4,Al2O3,TBA,,,Ceramic,polyethylene,PVP,0.04,,,,0.0,24.0,3.0,573.0,0.1623,0.48
Al2O3,Al2O3,,camphene,,,Ceramic,,Hypermer KD 4,0.03,,,268.0,0.0,24.0,5.0,1873.0,0.22,0.609
HAP,HAP,,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,1.0,48.0,2.0,1773.0,0.15,0.5331
Al2O3,Al2O3,,camphene,,,Ceramic,polyurethane,Perfad9100,0.02,,,291.0,0.0,24.0,4.0,1873.0,0.3,0.41
TiO2,TiO2,,water,,,Ceramic,PVC,Darvan 811,0.01,PVA,0.01,,10.0,72.0,3.0,1573.0,0.1,0.87
Al2O3,Al2O3/Mullite,Mullite,water,,,Ceramic,aluminum,polyacrylic acid,0.056,,,,0.0,48.0,2.0,873.0,0.47,0.73
BaTiO3,BaTiO3,,water,,,Ceramic,silicone,NH4PAA,0.0065,Duramax B-1000,0.03,,0.0,,2.0,1773.0,0.45,0.22
HAP,Bioglass,TCP,camphene,,,Ceramic,,Dolapix CE 64,0.06,,,,0.0,,3.0,1573.0,0.22,0.25
HAP,HAP,,water,one-sided,vertical-up,Ceramic,polytetrafluoroethylene,HydroDisper A160,0.02,,,243.0,,,1.0,1473.0,0.3,0.56
SiC,SiC,,water,,,Ceramic,,,,PVA,0.085,,0.0,5.0,1.0,873.0,0.12,0.78
Al2O3,Al2O3,,camphene,,,Ceramic,silicone,PAAS,,,,248.0,0.0,,2.0,2073.0,0.2,0.8
Al2O3,Al2O3/ZrO2,YSZ,water,,,Ceramic,Teflon,,,sodium polymethacrylate,0.005,253.0,0.0,48.0,30.0,773.0,0.3,0.53
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.05,0.845
Al2O3,Al2O3,,water,,,Ceramic,,SHMP,0.005,PVA,0.03,218.0,0.0,36.0,2.0,873.0,0.235,0.683
Cordierite,Cordierite,,water,,,Ceramic,"plastic, noi",,,,,223.0,0.0,24.0,2.0,1473.0,0.1,0.86
HAP,HAP,,water,,,Ceramic,PVC,,,,,253.0,0.0,,3.0,1623.0,0.2,0.48
HAP,BaTiO3/HAP,BaTiO3,water,,,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,,5.0,24.0,,873.0,0.4,0.4
YSZ,YSZ,,camphene,,,Ceramic,,Texaphor 963,0.05,,,,0.0,24.0,2.0,1823.0,0.1,0.82
SiO2,Kaolinite/SiO2,kaolinite,water,,,Ceramic,rubber,,,,,238.0,0.0,,72.0,1523.0,0.24,0.55
Al2O3,Al2O3,,water,,,Ceramic,"plastic, noi",Duramax D3005,0.008,,,,1.0,24.0,2.0,1823.0,0.35,0.354
Al2O3,Al2O3,,TBA,,,Ceramic,polyethylene,citric acid,,PVB,,,0.0,24.0,1.0,1493.0,0.2,0.65
Al2O3,Al2O3,,water,,,Ceramic,fluorocarbon,Alon A-6114,,,,223.0,0.0,24.0,,1673.0,0.333,0.494
Al2O3,Al2O3,,water,,,Ceramic,silicone,Darvan C,0.012,Duramax B-1001,0.02,238.0,0.0,,5.0,1923.0,0.5,0.25
SiO2,YSZ,,water,bridgman,horizontal,Ceramic,silicone,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
Al2O3,Al2O3/ZrO2,ZrO2,TBA,,,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1673.0,0.25,0.316
Y2O3,Y2SiO5,SiO2,TBA,,,Ceramic,polyethylene,citric acid,0.01,,,,0.0,12.0,1.0,973.0,0.0475,0.63
HAP,HAP,,water,,,Ceramic,PTFE,Darvan 811,0.01,PVA,0.01,,10.0,,4.0,1573.0,0.25,0.56
